id,extraction_number,percent_tyrosine,link_to_file,calibration_number,month,day,year,notes,updated,error message
1287,2379,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,"Keep, duplicate extraction",2017-01-20 17:24:10+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2379""}"
1288,2380,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,,2017-01-09 16:15:28+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2380""}"
1289,2381,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2381""}"
1290,2382,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2382""}"
1291,2383,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_11,29,Oct,11,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2383""}"
1292,2384,9.69%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,"Keep, duplicate extraction",2017-01-20 17:24:48+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2384""}"
1293,2399,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2399""}"
1294,2400,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,"small peak, RT not tyr, reran multiple times",2017-01-20 17:25:19+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2400""}"
1295,2401,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2401""}"
1296,2402,4.91%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:05:13+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2402""}"
1297,2403,6.43%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:05:13+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2403""}"
1298,2404,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2404""}"
1299,2405,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:25:52+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2405""}"
1300,2406,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:25:55+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2406""}"
1301,2407,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,"peak, RT not tyr, reran multiple times",2017-01-20 17:25:59+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2407""}"
1378,2422,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2422""}"
1379,2423,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2423""}"
1380,2424,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2424""}"
1381,2425,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2425""}"
1382,2426,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 16:22:13+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2426""}"
1383,2427,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-09 16:16:41+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2427""}"
1384,2428,ND,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_10_14,30,Oct,14,2016,,2017-01-04 14:51:18+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2428""}"
1385,2592,7.37%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_12_21,31,Dec,21,2016,,2017-01-04 14:07:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2592""}"
1386,2593,11.79%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_12_21,31,Dec,21,2016,,2017-01-04 14:07:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2593""}"
1387,2594,12.57%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_12_21,31,Dec,21,2016,,2017-01-04 14:07:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2594""}"
1388,2595,11.90%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_12_21,31,Dec,21,2016,,2017-01-04 14:07:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2595""}"
1389,2596,15.08%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_12_21,31,Dec,21,2016,,2017-01-04 14:07:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2596""}"
1390,2597,16.41%,K:HPLC-ELSD:Tyrosine_HPLC_Data_2015_2016:2016_12_21,31,Dec,21,2016,,2017-01-04 14:07:25+00:00,"Extraction could not be found matching {""extraction_number__iexact"": ""2597""}"
