id,collectors,site,year,month,species_code,plant_field,lh_field,location,day1,hour1,area1,day2,hour2,age2,area2,day3,hour3,age3,area3,day4,hour4,age4,area4,day5,hour5,age5,area5,final,age1percent,dt2,age2percent,dt3,age3percent,dt4,age4percent,dt5,age5percent,x_dt_d_field,x_exp_percent,spp,notes2,updated,error message
1515,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,7,9,1,11,11,4,1,,,-11,,,,0,,,,0,,2,0,9,1,,0,,0,,,9,8,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1516,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,7,9,1,11,11,4,2,,,-11,,,,0,,,,0,,2,1,,1,,0,,0,,,,0,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1517,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,7,9,1,11,11,4,2,14,13,3,5,17,11,3,6,,,-17,,7,0,4,0,3,1,,1,,,4,22,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1518,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,3,11,1,7,9,4,2,11,11,4,4,,,-11,,,,0,,4,0,4,1,,1,,0,,,4,21,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1519,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,3,11,2,7,9,4,3,11,11,4,7,,,-11,,,,0,,9,0,4,0,3,1,,0,,,4,21,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1520,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,-1,12,2,3,11,4,3,,,-3,,,,0,,,,0,,8,0,7,0,,0,,0,,,7,10,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1521,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,-1,12,2,3,11,4,3,,,-3,,,,0,,,,0,,8,0,7,0,,0,,0,,,7,10,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1522,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,-1,12,2,3,11,4,2,,,-3,,,,0,,,,0,,6,0,6,0,,0,,0,,,6,12,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1523,P.D. Coley & T.A. Kursar,Manaus,2005,,M14,14,,,-1,12,2,3,11,4,2,,,-3,,,,0,,,,0,,6,0,11,0,,0,,0,,,11,7,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 14}"
1524,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,23,,,-1,12,2,2,16,3,6,3,13,1,8,,,-4,,,,0,,9,0,2,1,,1,,0,,,2,36,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 23}"
1525,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,23,,,-1,12,3,2,16,3,9,3,13,1,11,,,-4,,,,0,,18,0,2,0,2,1,,0,,,2,36,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 23}"
1526,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,23,,,-1,12,3,2,16,3,8,3,13,1,12,,,-4,,,,0,,18,0,2,0,2,1,,0,,,2,39,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 23}"
1527,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,23,,,-1,12,3,2,16,3,8,3,13,1,11,,,-4,,,,0,,15,0,2,1,2,1,,0,,,2,38,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 23}"
1528,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,23,,,-1,12,4,2,16,3,10,3,13,1,14,,,-4,,,,0,,15,0,2,1,2,1,,0,,,2,41,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 23}"
1529,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,3,10,11,3,4,,,-10,,,,0,,4,0,3,1,,1,,0,,,3,31,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1530,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,2,7,9,4,4,10,11,3,9,,,-10,,,,0,,9,0,3,0,,1,,0,,,3,28,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1531,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,2,10,11,3,3,,,-10,,,,0,,5,0,3,0,3,1,,0,,,3,25,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1532,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,3,10,11,3,6,,,-10,,,,0,,9,0,3,0,3,1,,0,,,3,29,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1533,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,4,10,11,3,8,,,-10,,,,0,,11,0,3,0,3,1,,0,,,3,28,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1534,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,5,10,11,3,10,,,-10,,,,0,,10,0,2,1,,1,,0,,,2,38,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1535,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,4,10,11,3,11,,,-10,,,,0,,12,0,2,0,,1,,0,,,2,34,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1536,P.D. Coley & T.A. Kursar,Manaus,2005,,M32,32,,,3,11,1,7,9,4,5,10,11,3,12,,,-10,,,,0,,14,0,2,0,2,1,,0,,,2,36,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 32}"
1537,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,3,11,2,7,9,4,4,11,18,4,9,,,-12,,,,0,,10,0,3,0,,1,,0,,,3,27,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1538,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,3,11,2,7,9,4,5,11,18,4,11,,,-12,,,,0,,18,0,2,0,3,1,,0,,,3,26,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1539,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,3,11,1,7,9,4,4,11,18,4,11,,,-12,,,,0,,20,0,2,0,3,1,,0,,,3,29,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1540,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,3,11,2,7,9,4,4,11,18,4,7,,,-12,,,,0,,8,0,3,0,,1,,0,,,3,25,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1541,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,3,11,2,7,9,4,5,11,18,4,10,,,-12,,,,0,,12,0,3,0,4,1,,0,,,4,22,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1542,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,24,14,1,27,12,3,2,,,-28,,,,0,,,,,,3,0,3,1,,0,,0,,,3,28,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1543,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,24,14,1,27,12,3,3,,,-28,,,,0,,,,,,3,0,3,1,,0,,0,,,3,29,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1544,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,24,14,1,27,12,3,2,,,-28,,,,0,,,,,,3,0,8,1,,0,,0,,,8,9,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1545,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,8,,,24,15,1,27,13,3,2,30,12,3,4,,,-31,,,,,,4,0,3,1,,1,,0,,,3,28,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 8}"
1546,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,8,,,24,15,1,27,13,3,2,30,12,3,4,,,-31,,,,,,6,0,3,0,3,1,,0,,,3,30,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 8}"
1547,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,8,,,24,15,1,27,13,3,2,30,12,3,4,,,-31,,,,,,7,0,3,0,3,1,,0,,,3,30,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 8}"
1548,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,8,,,24,16,2,27,13,3,4,,,-28,,,,0,,,,,,6,0,4,1,,0,,0,,,4,21,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 8}"
1549,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,16,1,30,13,3,3,,,-31,,,,0,,,,,,8,0,2,0,,0,,0,,,2,43,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1550,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,16,1,30,13,3,3,,,-31,,,,0,,,,,,8,0,2,0,,0,,0,,,2,39,,,2015-07-22 09:54:45+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1551,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,16,1,30,13,3,3,,,-31,,,,0,,,,,,7,0,2,0,,0,,0,,,2,47,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1552,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,16,1,30,13,3,2,,,-31,,,,0,,,,,,8,0,2,0,,0,,0,,,2,45,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1553,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,16,1,30,13,3,2,,,-31,,,,0,,,,,,8,0,2,0,,0,,0,,,2,41,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1554,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,16,1,30,13,3,3,,,-31,,,,0,,,,,,7,0,2,0,,0,,0,,,2,46,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1555,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,11,10,1,15,17,4,2,,,-16,,,,0,,,,,,7,0,3,0,,0,,0,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1556,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,11,10,1,15,17,4,2,,,-16,,,,0,,,,,,9,0,3,0,,0,,0,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1557,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,11,10,1,15,17,4,2,,,-16,,,,0,,,,,,10,0,3,0,,0,,0,,,3,23,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1558,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,11,10,1,15,17,4,2,,,-16,,,,0,,,,,,12,0,4,0,,0,,0,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1559,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,3,14,1,5,16,2,3,7,11,2,6,,,-7,,,,,,8,0,2,0,2,1,,0,,,2,40,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1560,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,3,14,1,5,16,2,2,7,11,2,3,,,-7,,,,,,5,0,2,0,2,1,,0,,,2,40,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1561,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,3,14,2,5,16,2,4,7,11,2,5,,,-7,,,,,,7,0,2,1,,1,,0,,,2,49,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1562,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,3,14,2,5,16,2,3,7,11,2,5,,,-7,,,,,,8,0,2,0,2,1,,0,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1563,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,3,14,2,5,16,2,4,7,11,2,8,,,-7,,,,,,10,0,2,0,2,1,,0,,,2,48,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1564,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,3,14,2,5,16,2,4,7,11,2,7,,,-7,,,,,,9,0,2,0,2,1,,0,,,2,43,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1565,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,13,2,5,9,1,2,6,13,1,3,,,-7,,,,,,3,1,2,1,,1,,0,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1566,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,13,2,5,9,1,3,6,13,1,3,,,-7,,,,,,4,0,2,1,,1,,0,,,2,55,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1567,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,13,3,5,9,1,5,,,-5,,,,0,,,,,,6,1,1,1,,0,,0,,,1,78,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1568,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,13,1,5,9,1,1,6,13,1,1,,,-7,,,,,,2,0,3,1,3,1,,0,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1569,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,4,13,2,5,9,1,3,6,13,1,4,,,-7,,,,,,6,0,2,1,4,1,,0,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1570,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,1,10,5,4,13,3,7,,,-5,,,,0,,,,,,9,1,7,1,,0,,0,,,7,11,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1571,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,1,10,4,4,13,3,7,,,-5,,,,0,,,,,,9,0,4,1,,0,,0,,,4,22,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1572,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,1,10,2,4,13,3,4,,,-5,,,,0,,,,,,5,0,4,1,,0,,0,,,4,19,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1573,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,1,10,4,4,13,3,14,,,-5,,,,0,,,,,,16,0,2,1,,0,,0,,,2,51,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1574,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,1,10,4,4,13,3,17,,,-5,,,,0,,,,,,19,0,2,1,,0,,0,,,2,56,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1575,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,1,10,6,4,13,3,22,,,-5,,,,0,,,,,,30,0,2,1,,0,,0,,,2,50,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1576,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,1,10,7,4,13,3,24,,,-5,,,,0,,,,,,31,0,2,1,,0,,0,,,2,46,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1577,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,4,13,2,6,13,2,4,8,11,2,6,9,12,1,8,,,,,10,0,2,0,2,1,,1,,,2,40,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1578,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,4,13,2,6,13,2,3,8,11,2,5,9,12,1,7,,,,,10,0,2,0,3,1,,1,,,2,36,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1579,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,4,13,1,6,13,2,2,8,11,2,4,9,12,1,6,,,,,11,0,2,0,2,0,3,1,,,2,35,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1580,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,4,13,2,6,14,2,5,8,18,2,11,,,-9,,,,,,13,0,1,0,,1,,0,,,1,60,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1581,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,4,13,2,6,14,2,6,8,18,2,11,,,-9,,,,,,13,0,2,0,,1,,0,,,2,50,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1582,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,4,13,3,6,14,2,9,8,18,2,16,,,-9,,,,,,18,0,1,1,,1,,0,,,1,61,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1583,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,25,10,1,28,12,3,3,,,-28,,,,0,,,,,,8,0,1,0,,0,,0,,,1,63,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1584,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,25,10,1,28,12,3,4,,,-28,,,,0,,,,,,12,0,1,0,,0,,0,,,1,69,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1585,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,25,10,1,28,12,3,5,,,-28,,,,0,,,,,,18,0,1,0,,0,,0,,,1,66,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1586,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,6,,,25,11,1,28,12,3,3,32,11,4,10,,,-32,,,,,,15,0,2,0,2,1,,0,,,2,38,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 6}"
1587,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,6,,,25,11,2,28,12,3,7,32,11,4,18,,,-32,,,,,,20,0,2,0,3,1,,0,,,2,34,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 6}"
1588,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,6,,,25,11,2,28,12,3,7,32,11,4,20,,,-32,,,,,,25,0,2,0,3,1,,0,,,2,38,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 6}"
1589,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,6,,,25,11,2,28,12,3,7,32,11,4,21,,,-32,,,,,,28,0,2,0,2,1,,0,,,2,38,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 6}"
1590,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,1,28,12,3,2,32,11,4,3,,,-32,,,,,,4,0,3,0,6,1,,0,,,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1591,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,1,28,12,3,2,32,11,4,5,,,-32,,,,,,7,0,3,0,5,1,,0,,,4,21,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1592,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,1,28,12,3,3,32,11,4,6,,,-32,,,,,,7,0,3,0,4,1,,0,,,3,24,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1593,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,3,28,12,3,4,,,-29,,,,0,,,,,,6,0,4,1,,0,,0,,,4,19,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1594,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,0,28,12,3,1,32,11,4,2,35,13,3,3,,,,,3,0,2,0,3,1,,,,,3,30,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1595,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,0,28,12,3,1,32,11,4,1,35,13,3,2,,,,,3,0,3,0,3,1,,,,,3,29,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1596,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,0,28,12,3,1,32,11,4,3,35,13,3,5,,,,,6,0,2,0,3,0,,,,,3,31,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1597,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,25,11,0,28,12,3,1,32,11,4,3,35,13,3,6,,,,,6,0,2,0,3,0,,,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1598,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,12,1,32,11,4,2,35,13,3,4,,,-36,,,,,,5,0,3,1,,1,,0,,,3,26,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1599,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,28,12,1,32,11,4,2,35,13,3,4,,,-36,,,,,,5,0,4,0,,1,,0,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1600,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,1,4,13,3,2,6,13,2,3,8,11,2,4,10,12,2,5,6,0,3,0,4,0,6,1,5,1,4,17,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1601,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,1,4,13,3,2,6,13,2,3,8,11,2,3,10,12,2,5,6,0,3,0,3,0,7,1,,,4,17,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1602,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,1,4,13,3,3,6,13,2,4,8,11,2,6,10,12,2,8,10,0,3,0,3,0,5,1,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1603,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,1,4,13,3,3,6,13,2,5,8,11,2,6,10,12,2,8,10,0,3,0,3,0,7,1,,,4,18,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1604,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,10,12,2,11,10,1,2,13,12,2,4,,,-14,,,,,,6,0,4,0,3,1,,0,,,3,25,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1605,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,10,12,2,11,10,1,3,13,12,2,5,,,-14,,,,,,9,0,3,0,3,1,,0,,,3,29,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1606,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,10,12,2,11,10,1,3,13,12,2,6,,,-14,,,,,,8,0,3,0,2,1,,0,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1607,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,10,12,2,11,10,1,3,13,12,2,5,,,-14,,,,,,10,0,2,0,3,1,,0,,,2,33,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1608,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,2,4,13,3,4,6,14,2,5,,,-7,,,,,,5,0,3,1,4,1,,0,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
1609,P.D. Coley & T.A. Kursar,Manaus,2005,,M26,26,,,1,12,2,4,13,3,4,6,14,2,6,,,-7,,,,,,7,0,3,1,4,1,,0,,,4,20,,,2015-07-22 09:54:46+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 26}"
